time_s,Fp,F3,F4,Cz,T3,T4,O1,O2
2.288000,26.5539,-11.2653,-17.0767,3.7551,19.9378,-35.4946,-1.2517,7.3314
2.292000,27.3585,-13.3216,-20.8318,-1.5199,23.0670,-44.0776,-13.0534,0.0894
2.296000,21.8153,-4.9174,-13.5005,-6.5267,24.2293,-41.0378,-12.8746,-13.3216
2.300000,16.0038,7.2420,0.5364,2.1458,25.9280,-24.0505,-1.9670,-3.5763
2.304000,15.5568,10.3712,3.3081,7.8678,22.6200,-13.5005,-4.4703,8.8513
2.308000,10.2818,15.1098,2.6822,4.1127,20.7424,-14.0369,-6.2585,11.7123
2.312000,-3.2187,13.8581,10.9971,6.7949,24.6763,-10.5500,0.4470,8.3148
2.316000,-9.2089,14.3051,12.7852,10.4606,25.4810,-6.2585,10.3712,7.4208
2.320000,-3.1292,10.4606,12.5170,21.0106,22.9776,1.5199,16.2721,15.5568
2.324000,6.2585,5.3644,9.2089,30.0407,19.4907,-0.0894,11.2653,16.9873
2.328000,5.5432,-1.3411,-1.3411,22.8882,11.9805,-8.2254,7.5102,9.4771
2.332000,0.8047,-1.6093,-3.0398,11.4441,12.0699,-11.6229,8.2254,-2.5034
2.336000,-6.9737,-0.0000,-3.3081,1.8775,14.3945,-4.7386,16.2721,-8.7619
2.340000,-6.0797,-2.2352,-2.4140,0.2682,2.6822,7.6890,18.4178,0.3576
2.344000,-8.1360,-0.6258,-4.5598,-2.9504,-6.9737,12.6958,16.0933,7.8678
2.348000,-16.5403,2.4140,-3.7551,-10.5500,-12.6958,13.1428,12.2488,9.2089
2.352000,-28.4314,4.7386,5.0068,-20.6530,-11.2653,18.9543,15.9144,4.0233
2.356000,-31.8289,0.4470,5.8115,-22.7094,-8.8513,25.5704,29.0573,6.0797
2.360000,-27.0009,-3.1292,4.5598,-11.2653,-7.5996,29.5043,33.8852,14.9310
2.364000,-12.3382,-14.5733,2.0564,-3.1292,-6.9737,23.5140,29.3255,19.4907
2.368000,-11.5335,-16.3615,-4.1127,-5.2750,-0.0894,18.9543,25.6598,10.6394
2.372000,-3.9339,-20.6530,-2.5928,-13.7687,2.8610,10.4606,22.9776,-5.9903
2.376000,-3.0398,-21.8153,-3.3975,-18.2390,-0.7153,9.6560,23.5140,-11.8017
2.380000,5.2750,-22.0835,-4.8280,-17.2555,-7.1526,12.9640,26.2856,-11.9805
2.384000,13.8581,-16.7191,-6.4373,-13.8581,-14.3945,7.0632,19.6695,-6.0797
2.388000,11.8911,-7.7784,-1.3411,-20.2060,-16.0038,6.9737,16.3615,-5.7220
2.392000,1.6987,2.2352,3.2187,-35.4052,-10.2818,7.8678,23.3352,-10.9971
2.396000,-10.8182,4.5598,7.0632,-37.2827,-7.6890,10.6394,38.2662,-10.6394
2.400000,-2.2352,2.0564,2.6822,-22.9776,-10.6394,9.6560,36.5675,9.8348
2.404000,3.5763,2.3246,0.0894,-15.9144,-6.6161,3.0398,33.5276,8.4043
2.408000,3.8445,0.0894,-4.3809,-15.6462,3.5763,-0.6258,29.5937,1.3411
2.412000,3.2187,-7.5996,-10.9076,-16.4509,7.5996,-5.0068,31.2030,-5.1856
2.416000,4.7386,-14.8416,-22.5306,-9.3877,4.0233,-7.5102,26.6433,-3.2187
2.420000,5.2750,-9.1195,-27.0903,-6.9737,0.5364,-4.6492,19.4013,7.0632
2.424000,4.6492,-3.3975,-27.0903,-5.9009,1.6093,-5.8115,5.3644,9.3877
2.428000,-5.7220,4.1127,-20.9212,-16.7191,1.3411,-1.2517,2.4140,3.0398
2.432000,-19.0437,4.5598,-17.6132,-28.0738,1.8775,1.6093,4.8280,2.4140
2.436000,-27.0009,5.1856,-13.5005,-28.1632,-2.3246,5.6326,1.6987,11.9805
2.440000,-24.9445,5.2750,-7.4208,-20.7424,-0.9835,10.8182,-5.0068,20.7424
2.444000,-23.9611,9.3877,-2.7716,-15.7356,3.6657,13.5899,-1.7881,19.4907
2.448000,-24.6763,4.8280,1.4305,-16.3615,7.9572,10.6394,-0.9835,13.2322
2.452000,-26.2856,-2.7716,-2.9504,-15.4674,11.8911,12.6064,3.0398,1.8775
2.456000,-16.6297,-13.0534,-5.5432,-10.7288,13.5005,11.1759,3.0398,1.6987
2.460000,-5.7220,-14.5733,-10.2818,0.7153,12.8746,10.0136,-6.3479,3.3081
2.464000,-2.6822,-6.8843,-10.7288,4.0233,15.5568,10.5500,-14.7521,-5.9903
2.468000,-10.9971,0.3576,-6.5267,1.2517,13.8581,8.4937,-19.9378,-17.8814
2.472000,-18.7755,4.5598,2.6822,-5.7220,6.9737,11.8017,-8.5831,-19.0437
2.476000,-20.3848,2.5928,8.4937,-4.8280,-6.1691,18.6861,-4.2915,-12.7852
2.480000,-19.4013,11.8911,11.8911,0.0894,-10.8182,22.0835,-1.6987,-0.2682
2.484000,-17.3450,20.3848,19.4907,-1.9670,-12.5170,23.4246,0.1788,0.4470
2.488000,-23.9611,18.1496,27.3585,-8.9407,-8.6725,21.1000,8.3148,-5.0068
2.492000,-25.5704,7.1526,27.7162,-10.6394,-12.2488,18.2390,17.1661,-2.6822
2.496000,-17.3450,0.1788,27.5373,-1.1623,-17.0767,15.7356,17.0767,-2.5034
2.500000,1.6987,-1.2517,8.2254,10.4606,-24.4081,-0.8047,5.0068,-4.1127
2.504000,4.8280,-2.5034,6.7949,6.7055,-21.0106,-4.7386,5.1856,-17.5238
2.508000,-0.7153,-7.1526,3.0398,-3.6657,-25.0340,-5.2750,13.7687,-21.9941
2.512000,-6.6161,-8.7619,-0.0894,-8.4937,-37.0145,-4.5598,13.7687,-21.5471
2.516000,-8.2254,-10.5500,-4.2915,-14.1263,-45.5081,-7.5102,8.2254,-11.5335
2.520000,-5.2750,-4.2915,3.3975,-22.7988,-45.6870,-3.0398,5.0068,-9.4771
2.524000,-12.9640,2.5034,11.5335,-27.7162,-40.4119,1.2517,17.4344,-8.8513
2.528000,-17.7920,-6.7949,14.7521,-40.1437,-35.9416,0.6258,27.8950,-6.7055
2.532000,-22.6200,-21.1000,6.8843,-43.6306,-36.7463,-1.9670,23.4246,-1.3411
2.536000,-10.8182,-26.6433,-6.5267,-36.9251,-38.5344,-7.4208,10.8182,3.3081
2.540000,0.9835,-30.3090,-7.3314,-27.6268,-31.7395,-13.0534,6.0797,0.4470
2.544000,7.6890,-28.5208,-5.9009,-26.4645,-15.0204,-22.4411,5.9903,-8.3148
2.548000,5.0962,-28.6102,-8.1360,-22.8882,-12.2488,-20.0272,10.3712,-11.4441
2.552000,7.2420,-34.3323,-14.2157,-22.8882,-20.5636,-21.1000,2.9504,-10.8182
2.556000,14.7521,-34.0641,-15.1992,-21.1895,-25.9280,-23.0670,-7.5996,-10.6394
2.560000,17.8814,-25.2128,-9.7454,-20.1166,-22.9776,-17.8814,-10.8182,-12.3382
2.564000,10.7288,-10.1030,-0.6258,-25.9280,-14.3945,-15.2886,-4.2915,-15.6462
2.568000,-3.3975,-9.2089,1.9670,-35.4052,-9.2983,-14.2157,-0.9835,-11.4441
2.572000,-11.4441,-7.0632,1.1623,-33.3488,-6.4373,-11.1759,-4.0233,-4.3809
2.576000,-5.5432,-3.1292,-1.6987,-20.7424,-1.7881,-8.6725,-10.9076,4.3809
2.580000,1.3411,-0.5364,-5.1856,-11.8911,8.8513,-6.3479,-11.2653,4.3809
2.584000,1.8775,3.7551,-3.0398,-5.8115,20.4742,-7.8678,-5.8115,3.7551
2.588000,1.6987,4.3809,-4.6492,-3.0398,29.9513,-15.4674,-5.4538,4.4703
2.592000,2.7716,-1.7881,-14.1263,6.3479,24.5869,-14.3051,-8.6725,7.2420
2.596000,7.4208,-5.0068,-21.1000,12.2488,22.5306,-10.6394,-16.6297,6.9737
2.600000,4.3809,10.1924,-10.2818,5.9009,24.7657,1.5199,-14.0369,-2.2352
2.604000,-2.2352,16.1827,1.9670,0.6258,28.8785,11.8911,-7.9572,-4.3809
2.608000,-11.5335,12.6958,8.2254,-3.2187,18.5966,22.0835,-9.5665,-2.4140
2.612000,-10.1924,10.1030,3.1292,-5.9903,14.8416,26.7327,-10.1030,1.8775
2.616000,-12.8746,7.9572,4.7386,-5.2750,12.8746,23.6034,-12.5170,1.3411
2.620000,-7.0632,5.8115,7.6890,-6.3479,22.7094,19.9378,-5.7220,-6.3479
2.624000,-12.7852,6.5267,9.4771,-5.9009,32.9018,20.1166,-0.9835,-4.3809
2.628000,-9.5665,-1.9670,5.0962,2.1458,34.5111,18.0602,-3.3081,0.3576
2.632000,-1.6987,-13.6793,-3.2187,6.9737,25.8386,16.9873,-7.0632,-1.9670
2.636000,6.7055,-15.0204,-9.6560,9.1195,26.5539,13.0534,-17.0767,-8.8513
2.640000,12.1593,-8.3148,1.4305,6.0797,28.8785,11.3547,-14.6627,-19.8483
2.644000,13.0534,-1.5199,13.4110,-2.8610,37.2827,16.1827,-2.7716,-15.1098
2.648000,11.2653,-5.9009,18.9543,-10.1030,28.9679,23.9611,2.6822,-4.2915
2.652000,15.9144,-7.3314,16.0933,-9.2089,17.3450,25.4810,-3.1292,-3.1292
2.656000,13.8581,-6.1691,16.2721,-14.3051,15.4674,25.9280,-1.8775,-1.5199
2.660000,13.2322,0.9835,18.1496,-20.3848,18.6861,25.9280,12.5170,2.6822
2.664000,9.7454,3.6657,19.3119,-16.8085,21.5471,23.9611,25.7492,9.8348
2.668000,9.0301,-3.1292,13.7687,-10.1924,16.5403,20.9212,25.4810,17.8814
2.672000,17.9708,-11.5335,-5.0962,-3.7551,13.7687,13.8581,15.9144,21.0106
2.676000,26.5539,-14.8416,-10.2818,6.2585,10.2818,5.1856,10.3712,12.0699
2.680000,31.2030,-13.5899,-12.9640,1.8775,18.2390,-1.8775,11.4441,5.6326
2.684000,27.7162,-12.8746,-13.2322,-2.6822,24.8551,4.7386,18.6861,6.7949
2.688000,27.7162,-16.2721,-16.5403,-9.6560,19.4907,8.3148,17.5238,11.9805
2.692000,30.2196,-18.2390,-21.9941,-8.4937,15.2886,11.8911,8.3148,12.4276
2.696000,27.9844,-13.9475,-23.0670,-11.4441,8.4043,15.2886,3.9339,4.6492
2.700000,10.3712,-5.8115,-5.0068,-24.1399,22.0835,17.2555,18.5966,11.3547
2.704000,9.7454,-7.2420,-7.8678,-22.7094,31.2030,22.7094,20.9212,24.4081
2.708000,16.8979,-15.0204,-13.5899,-8.5831,36.0310,18.4178,13.2322,28.3420
2.712000,17.0767,-21.1895,-23.8717,-2.5034,37.8191,4.8280,-2.8610,16.8085
2.716000,20.9212,-21.4577,-25.3916,-2.2352,45.9552,-4.2021,-5.6326,5.4538
2.720000,27.1797,-19.1331,-20.4742,-2.3246,57.8463,-6.5267,-3.8445,2.0564
2.724000,31.4713,-20.9212,-19.0437,4.1127,63.3895,-3.2187,-2.9504,6.1691
2.728000,42.8259,-24.4081,-18.0602,10.9076,57.1311,-2.0564,-13.5005,8.7619
2.732000,43.1836,-16.9873,-15.7356,7.4208,47.6539,-1.6093,-22.3517,0.5364
2.736000,37.5509,-1.8775,-2.5928,0.8047,54.0912,4.0233,-22.2623,-4.2915
2.740000,27.3585,4.3809,12.1593,-2.3246,54.6277,2.5928,-12.6958,-0.6258
2.744000,18.0602,7.9572,21.3683,2.5928,52.3925,6.6161,-5.7220,9.8348
2.748000,13.8581,10.3712,15.3780,11.5335,48.4586,8.8513,-7.6890,16.9873
2.752000,8.5831,14.6627,11.1759,17.7920,43.2730,-2.2352,-12.1593,16.7191
2.756000,1.7881,19.4907,13.4110,15.3780,45.3293,-13.1428,-9.2983,3.1292
2.760000,0.2682,18.4178,14.1263,23.4246,51.8560,-14.8416,1.4305,-0.1788
2.764000,2.4140,11.6229,12.4276,28.7890,48.5480,-9.5665,3.9339,3.6657
2.768000,6.3479,2.0564,2.8610,34.5111,38.7132,-7.1526,-3.3975,9.0301
2.772000,8.5831,-3.1292,-1.2517,32.0971,30.3090,-10.8182,-16.4509,-0.8941
2.776000,-0.2682,2.6822,-0.7153,24.6763,25.7492,-7.0632,-20.0272,-11.9805
2.780000,-5.0068,5.0068,13.3216,14.2157,23.7823,5.8115,-10.1924,-14.0369
2.784000,-8.2254,1.7881,19.7589,11.2653,19.4013,22.2623,-1.8775,-9.4771
2.788000,-6.5267,-4.5598,20.7424,2.5928,7.9572,34.6899,-7.9572,3.4869
2.792000,-10.9971,-7.3314,18.9543,-3.1292,1.5199,34.6005,-12.1593,4.4703
2.796000,-18.0602,-1.2517,25.8386,-9.2983,5.8115,32.0077,-5.5432,-0.4470
2.800000,-17.5238,-10.4606,24.9445,-4.9174,13.1428,34.1535,7.4208,-6.9737
2.804000,-4.3809,-16.4509,15.4674,4.6492,7.5996,28.8785,4.1127,-6.3479
2.808000,3.9339,-19.9378,7.3314,8.4043,7.3314,22.7094,-3.1292,-10.0136
2.812000,4.9174,-21.5471,5.7220,-0.7153,8.4043,13.1428,-6.0797,-23.5140
2.816000,1.8775,-16.9873,12.4276,-5.0962,12.5170,17.7026,0.3576,-28.4314
2.820000,4.2021,-17.2555,15.4674,-9.1195,9.2983,30.0407,1.5199,-29.5043
2.824000,9.2089,-10.2818,13.9475,-5.2750,0.8941,34.6005,2.3246,-23.1564
2.828000,6.0797,-5.2750,14.8416,-8.5831,-4.5598,34.9581,-3.8445,-12.6064
2.832000,-1.3411,1.1623,15.7356,-14.8416,0.3576,30.9348,-3.9339,-11.8911
2.836000,-7.8678,3.4869,15.1992,-17.9708,8.5831,28.0738,6.8843,-16.0038
2.840000,-12.0699,5.0068,16.0038,-10.0136,10.1030,25.9280,19.6695,-11.3547
2.844000,-4.1127,4.4703,9.2983,1.5199,5.4538,19.6695,14.6627,-2.5034
2.848000,0.0894,2.2352,-4.2021,6.1691,5.0962,10.2818,0.7153,0.5364
2.852000,-0.0000,0.2682,-13.5899,-1.3411,8.0466,3.6657,-10.2818,-7.6890
2.856000,-0.8941,-0.6258,-18.7755,-4.6492,6.7055,5.6326,-9.2089,-16.2721
2.860000,0.3576,-6.7055,-13.7687,-1.2517,4.4703,5.8115,-2.6822,-18.6861
2.864000,4.1127,-4.0233,-13.1428,-0.5364,-1.4305,13.2322,-7.4208,-17.2555
2.868000,1.6093,-1.4305,-12.6958,-11.5335,-6.7949,13.5899,-17.6132,-13.4110
2.872000,-11.9805,5.8115,-1.0729,-26.8221,-3.8445,14.9310,-20.2060,-19.7589
2.876000,-32.4547,9.3877,6.7949,-34.9581,0.0894,21.8153,-9.0301,-26.9115
2.880000,-40.9484,11.7123,10.0136,-28.1632,1.1623,25.5704,-2.6822,-26.3751
2.884000,-35.8522,16.2721,7.5996,-17.1661,1.8775,22.5306,-2.8610,-16.4509
2.888000,-32.4547,18.1496,-0.0894,-13.5899,4.9174,8.3148,-8.2254,-14.4839
2.892000,-33.0806,17.7920,0.1788,-13.5005,12.9640,-1.9670,-18.8649,-27.1797
2.896000,-33.7064,15.7356,-0.7153,-8.9407,18.9543,-4.0233,-14.6627,-41.1272
2.900000,-16.1827,6.3479,-3.0398,2.5928,15.1098,-2.9504,-13.9475,-47.5645
2.904000,-6.3479,7.3314,3.7551,6.7055,15.3780,-0.1788,-19.2225,-43.0048
2.908000,-10.6394,15.2886,14.8416,-4.2021,14.6627,2.3246,-18.6861,-44.4353
2.912000,-24.4081,19.3119,24.0505,-12.1593,14.2157,8.3148,-14.0369,-50.6937
2.916000,-31.2030,17.3450,28.1632,-10.3712,4.5598,14.4839,-3.5763,-51.1408
2.920000,-31.2924,23.1564,35.5840,-7.5102,-1.7881,19.8483,1.6093,-39.9649
2.924000,-28.3420,25.0340,36.6569,-6.2585,-2.7716,18.9543,0.2682,-26.9115
2.928000,-25.6598,26.4645,41.8425,-4.9174,-2.8610,11.6229,4.4703,-27.4479
2.932000,-33.7958,22.2623,45.2399,-3.8445,-5.2750,9.3877,13.8581,-39.6073
2.936000,-26.9115,0.8047,68.7540,-1.8775,-25.3022,-3.9339,1.5199,-17.8814
2.940000,2.7716,3.5763,47.1175,15.6462,-10.9076,17.3450,33.6170,-44.4353
2.944000,-16.3615,14.2157,26.3751,-15.3780,-30.1301,4.3809,24.7657,-36.8357
2.948000,-13.7687,17.6132,45.9552,-13.1428,-23.4246,6.9737,-0.4470,-30.1301
2.952000,-11.7123,2.4140,20.0272,-22.6200,-34.9581,6.9737,21.1000,-44.7929
2.956000,-34.0641,-7.4208,26.6433,-28.3420,-50.6043,15.7356,18.8649,-38.0874
2.960000,-28.1632,2.7716,31.5607,-23.6034,-49.9785,14.8416,-5.4538,-23.6928
2.964000,-23.4246,8.6725,25.5704,-27.2691,-45.0611,19.8483,9.6560,-17.6132
2.968000,-22.0835,12.9640,27.7162,-36.1204,-29.6831,15.8250,17.4344,-15.3780
2.972000,-27.4479,10.7288,16.8085,-38.6238,-29.6831,16.9873,25.3022,-26.8221
2.976000,-29.5043,-3.5763,23.2458,-24.9445,-45.5976,8.5831,33.7958,-32.9018
2.980000,-11.9805,-6.6161,7.0632,-19.2225,-36.2098,-6.3479,16.5403,-26.5539
2.984000,5.6326,-8.4937,2.4140,-16.5403,-23.8717,-5.9903,8.3148,-21.8153
2.988000,9.2089,-11.8017,-0.6258,-25.5704,-21.1000,-13.3216,8.2254,-32.5441
2.992000,4.0233,-13.6793,-0.7153,-38.3556,-11.0865,-11.1759,9.1195,-45.1505
2.996000,1.3411,-12.9640,-2.4140,-34.0641,-8.0466,-5.5432,6.5267,-48.9950
3.000000,-1.2517,-0.7153,-0.8941,-32.0077,-4.9174,-2.8610,-5.9903,-26.7327
3.004000,1.1623,15.3780,5.6326,-26.2856,-3.5763,-0.9835,-3.7551,-24.4081
3.008000,-10.5500,15.7356,9.7454,-27.5373,-0.8047,-3.5763,6.7949,-20.1166
3.012000,-22.8882,9.4771,10.5500,-19.0437,-3.5763,-6.7055,7.0632,-22.1729
3.016000,-19.3119,4.3809,1.9670,-7.0632,-2.9504,-15.6462,5.1856,-16.4509
3.020000,-10.0136,6.7055,-4.8280,5.0068,-0.0894,-20.0272,2.1458,-8.3148
3.024000,-2.6822,8.5831,-3.7551,1.8775,11.3547,-29.3255,4.2021,-11.6229
3.028000,-5.0068,5.8115,-1.6987,0.7153,19.3119,-26.5539,3.7551,-18.5966
3.032000,-9.2089,1.3411,-5.6326,1.4305,13.5005,-26.5539,-0.4470,-17.4344
3.036000,-12.2488,-1.6987,-11.8017,-6.9737,8.4937,-20.2060,-10.5500,-15.2886
3.040000,-14.4839,7.8678,-10.7288,-4.9174,6.0797,-11.4441,-20.2954,-6.7055
3.044000,-23.1564,19.8483,-0.7153,-12.5170,10.2818,-3.1292,-20.6530,-3.8445
3.048000,-37.2827,22.5306,6.7949,-24.4975,12.6958,7.0632,-9.2089,-5.5432
3.052000,-48.3692,14.3945,15.0204,-22.9776,12.7852,11.4441,-6.7949,-8.8513
3.056000,-47.7433,16.0933,13.4110,-17.7026,8.5831,7.2420,-7.1526,-1.4305
3.060000,-34.5111,21.0106,11.7123,-8.2254,11.8911,4.6492,-9.7454,5.1856
3.064000,-20.8318,18.8649,13.3216,-5.0962,25.3022,2.3246,-3.6657,4.7386
3.068000,-21.1895,8.4043,17.1661,-1.3411,31.5607,2.6822,-3.1292,-12.6064
3.072000,-23.7823,-0.4470,21.1000,-0.0894,29.4149,3.2187,-2.4140,-22.6200
3.076000,-16.7191,-11.0865,15.1992,0.9835,23.6928,1.2517,-12.6958,-24.5869
3.080000,-7.0632,-6.7055,13.7687,2.2352,22.7094,4.0233,-17.0767,-20.2060
3.084000,-5.3644,-2.2352,18.2390,-3.5763,27.3585,7.3314,-11.6229,-25.5704
3.088000,-13.0534,-0.4470,26.1068,-11.2653,23.3352,16.5403,-7.8678,-29.1467
3.092000,-26.1068,-7.0632,27.8950,-13.6793,14.0369,19.1331,-0.8941,-31.3818
3.096000,-32.3653,-5.2750,27.1797,-12.3382,2.3246,16.6297,4.0233,-23.1564
3.100000,-18.5072,4.2021,22.2623,-10.1030,3.5763,15.5568,11.3547,-9.2983
3.104000,-10.4606,0.0894,23.9611,-3.8445,8.5831,16.4509,27.9844,-13.6793
3.108000,-11.8017,-3.5763,18.3284,6.3479,7.5996,15.1992,36.4780,-17.1661
3.112000,-5.2750,-14.9310,1.5199,15.9144,-1.1623,8.4937,32.7229,-15.7356
3.116000,5.3644,-12.6958,-14.1263,15.4674,-1.9670,1.8775,24.4975,-11.1759
3.120000,12.3382,-7.5102,-14.7521,10.6394,6.0797,4.8280,22.9776,-15.1098
3.124000,7.5102,-5.1856,-8.5831,4.0233,12.6958,12.1593,29.6831,-19.5801
3.128000,-2.0564,-9.5665,-12.1593,-2.8610,5.2750,19.2225,29.0573,-19.0437
3.132000,-7.2420,-8.8513,-19.4013,-6.6161,-1.1623,21.2789,24.6763,-6.2585
3.136000,-10.9076,-3.0398,-19.0437,-11.0865,-1.8775,19.7589,20.3848,-0.4470
3.140000,-8.5831,-1.3411,-13.8581,-14.8416,8.3148,21.2789,23.0670,5.3644
3.144000,-8.4937,-3.2187,-10.5500,-10.5500,16.8979,22.2623,30.0407,-0.2682
3.148000,-3.3975,-19.9378,-10.7288,2.6822,20.3848,16.8979,37.6403,-2.1458
3.152000,-0.5364,-28.2526,-22.4411,10.7288,21.9047,2.2352,31.2924,1.1623
3.156000,16.8085,-26.0174,-32.3653,17.0767,29.9513,-10.2818,22.6200,-3.8445
3.160000,24.4975,-22.7988,-33.3488,17.8814,45.9552,-7.6890,14.2157,-15.7356
3.164000,21.3683,-24.6763,-25.2128,18.3284,52.5713,-1.9670,12.3382,-27.6268
3.168000,12.7852,-31.2030,-21.3683,23.3352,50.7832,-0.9835,13.3216,-26.1962
3.172000,8.9407,-27.4479,-25.5704,23.8717,49.5315,-0.0894,11.0865,-20.9212
3.176000,6.2585,-17.2555,-23.4246,16.4509,49.8891,-2.3246,4.4703,-14.1263
3.180000,-0.5364,-3.3975,-12.6064,16.9873,54.3594,6.3479,1.9670,-12.9640
3.184000,-10.7288,2.7716,-0.8941,17.2555,57.3993,12.6958,9.5665,-10.2818
3.188000,-14.3945,2.5034,-2.1458,27.9844,49.8891,9.2983,21.4577,-5.7220
3.192000,-6.1691,-1.7881,-10.9971,39.9649,38.9814,1.4305,20.0272,1.6987
3.196000,-0.9835,-3.2187,-10.8182,39.9649,40.7696,-1.7881,16.0933,0.4470
3.200000,-3.8445,-7.8678,-8.3148,43.8988,46.6704,-3.2187,10.7288,-13.0534
3.204000,-8.0466,-12.4276,-7.5102,45.6870,39.8755,-2.1458,15.0204,-9.5665
3.208000,-2.1458,-16.5403,-11.6229,47.2963,31.4713,-1.6987,11.1759,-5.8115
3.212000,-8.9407,-19.2225,-10.7288,30.7560,26.2856,-3.6657,1.4305,-3.3081
3.216000,-16.9873,-10.1924,1.3411,13.9475,27.8056,5.0068,-3.7551,-10.1924
3.220000,-32.2759,-7.1526,15.1098,8.4937,23.5140,14.8416,-1.9670,-5.9009
3.224000,-32.0077,-8.9407,18.5966,9.7454,19.0437,19.1331,4.2021,3.3081
3.228000,-31.0242,-10.7288,15.3780,11.6229,12.5170,15.5568,5.0962,9.2983
3.232000,-22.3517,-12.6064,7.5996,1.6093,8.3148,9.1195,-0.5364,3.2187
3.236000,-18.1496,-11.0865,5.1856,-0.7153,17.8814,9.2089,-8.6725,-6.7949
3.240000,-7.7784,-16.2721,2.2352,1.1623,22.7094,7.4208,-3.5763,-10.3712
3.244000,3.9339,-21.4577,0.9835,6.3479,21.1000,-0.2682,6.8843,-14.0369
3.248000,14.3945,-27.6268,-5.3644,6.8843,16.8085,-2.3246,10.1030,-13.7687
3.252000,19.2225,-28.2526,-15.7356,-0.6258,15.8250,-7.5996,0.8941,-25.4810
3.256000,14.9310,-24.9445,-9.5665,-16.7191,22.3517,-4.4703,-2.5034,-30.5772
3.260000,8.2254,-20.0272,3.8445,-23.6034,20.1166,-0.6258,2.1458,-34.2429
3.264000,6.8843,-15.4674,8.0466,-20.8318,12.4276,3.6657,12.5170,-26.2856
3.268000,11.2653,-9.4771,5.2750,-18.7755,1.8775,1.5199,14.7521,-17.3450
3.272000,8.1360,-2.5034,2.7716,-11.7123,-2.1458,-2.0564,10.0136,-15.8250
3.276000,0.4470,4.2915,3.6657,-12.6064,4.4703,1.2517,5.7220,-15.3780
3.280000,2.8610,7.9572,3.3081,-7.3314,8.4043,-0.8941,16.3615,-18.6861
3.284000,8.2254,7.5102,-2.5034,1.8775,11.1759,-6.2585,23.7823,-12.1593
3.288000,19.4907,0.5364,-16.0038,6.1691,2.5034,-14.3945,22.8882,-7.9572
3.292000,22.6200,0.1788,-28.4314,0.0000,-1.4305,-22.5306,11.2653,-19.4907
3.296000,13.1428,-3.2187,-31.8289,-10.0136,-0.1788,-22.9776,4.9174,-26.6433
3.300000,2.7716,-5.8115,-21.1000,-18.4178,-6.0797,-15.0204,10.1924,-22.7094
3.304000,5.0962,-2.2352,-19.2225,-19.6695,-10.5500,-5.0962,13.3216,-11.3547
3.308000,-3.2187,3.6657,-18.5966,-21.1000,-12.1593,5.3644,9.8348,-8.2254
3.312000,-12.8746,10.5500,-11.9805,-27.1797,0.3576,9.5665,6.5267,-10.8182
3.316000,-16.5403,7.8678,-2.9504,-24.1399,6.5267,5.5432,10.1030,-10.2818
3.320000,-15.8250,6.7949,-2.7716,-10.1030,12.6958,-1.3411,16.6297,-4.4703
3.324000,-6.4373,1.9670,-7.2420,-0.5364,14.2157,-7.4208,12.3382,2.4140
3.328000,0.9835,1.0729,-15.1098,4.8280,23.3352,-17.7920,1.8775,-2.6822
3.332000,0.5364,-4.2021,-14.3945,3.2187,33.5276,-17.3450,-9.4771,-17.3450
3.336000,-8.4043,-6.1691,-10.3712,-0.0894,40.6802,-18.0602,-9.2089,-32.6335
3.340000,-11.3547,-9.7454,-6.0797,5.0068,37.2827,-14.7521,-6.9737,-32.2759
3.344000,-8.8513,-4.1127,-2.4140,11.8911,33.2594,-11.0865,-6.6161,-23.9611
3.348000,-11.4441,5.6326,7.5102,8.9407,24.6763,-7.5996,-7.5996,-27.5373
3.352000,-17.9708,14.6627,11.5335,1.3411,21.3683,-4.6492,-8.4043,-31.2924
3.356000,-27.5373,31.6501,35.9416,10.4606,35.4946,-2.0564,17.1661,-27.3585
3.360000,-26.1962,43.9882,31.4713,-9.2089,10.3712,11.4441,14.9310,-12.0699
3.364000,-29.6831,3.7551,42.3789,35.9416,19.9378,-23.2458,14.9310,-16.5403
3.368000,-30.9348,47.2963,28.9679,31.8289,-2.2352,-23.5140,27.0903,-2.2352
3.372000,-8.0466,17.7920,-7.9572,45.3293,1.8775,-7.5102,-0.3576,-10.5500
3.376000,-8.7619,10.1030,4.7386,2.4140,9.4771,-2.5928,23.1564,-24.9445
3.380000,-11.8911,4.5598,3.7551,9.0301,18.6861,-13.7687,20.6530,-31.8289
3.384000,-13.3216,11.6229,7.2420,6.5267,-8.3148,-18.4178,27.0009,-12.9640
3.388000,1.1623,6.0797,-1.7881,-1.7881,-15.6462,-13.4110,18.5966,-20.2954
3.392000,-9.9242,17.7920,-3.3975,-1.9670,-17.5238,-5.7220,8.3148,-23.8717
3.396000,-20.6530,16.6297,1.7881,-22.8882,-20.3848,2.7716,16.0933,-21.8153
3.400000,-27.6268,3.3081,8.9407,-19.1331,-41.1272,7.5996,20.7424,-4.5598
3.404000,-23.9611,9.5665,16.3615,-12.7852,-33.6170,9.0301,22.6200,-4.0233
3.408000,-18.5966,9.1195,9.5665,-15.9144,-27.0903,7.6890,21.2789,-1.1623
3.412000,-17.7026,-5.0068,0.0000,-21.1000,-16.0933,10.1030,14.6627,-8.2254
3.416000,-13.5899,-8.4937,-8.3148,-19.3119,-12.6958,6.6161,19.5801,-8.3148
3.420000,-3.6657,-11.0865,-11.9805,-11.2653,-15.2886,0.5364,17.2555,-5.6326
