time_s,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8
2.280000,-3.3975,7.2420,-12.4276,12.5170,-24.0505,-32.7229,10.7288,25.3916
2.284000,5.0068,14.3945,-14.3051,18.4178,-21.4577,-25.6598,7.5102,27.0903
2.288000,10.5500,16.1827,-16.2721,16.5403,-24.8551,-21.9047,2.7716,28.3420
2.292000,12.8746,12.6958,-22.1729,11.0865,-27.0903,-18.7755,1.6987,23.4246
2.296000,8.1360,14.5733,-23.7823,4.6492,-26.8221,-13.4110,-1.7881,23.9611
2.300000,-0.0000,12.0699,-16.8979,-6.2585,-3.7551,1.9670,-5.9009,22.9776
2.304000,-2.6822,5.8115,-13.6793,-10.6394,5.2750,6.7055,-5.0962,20.2954
2.308000,-9.2983,1.0729,-12.9640,-13.5005,5.4538,7.6890,-5.0068,9.6560
2.312000,-16.3615,-3.7551,-15.3780,-13.0534,7.9572,4.1127,-8.4043,-2.6822
2.316000,-18.3284,-0.8941,-18.3284,-12.5170,12.6958,8.4937,-7.5102,-10.2818
2.320000,-12.6064,2.8610,-17.1661,-8.0466,17.7026,11.4441,-10.6394,-13.8581
2.324000,-2.0564,6.9737,-14.9310,-1.6093,21.1895,10.1030,-13.6793,-16.9873
2.328000,2.3246,5.5432,-11.3547,2.2352,15.7356,5.4538,-19.1331,-25.1234
2.332000,5.2750,6.7055,-11.0865,4.6492,11.7123,-3.9339,-21.3683,-29.4149
2.336000,5.9903,14.4839,-6.3479,3.5763,11.8017,-10.3712,-19.4907,-26.1068
2.340000,10.1924,20.7424,-0.8047,3.3975,15.8250,-12.8746,-16.3615,-17.4344
2.344000,13.2322,22.0835,7.7784,1.8775,16.3615,-12.2488,-11.2653,-6.7949
2.348000,11.5335,21.1000,11.8017,3.2187,13.7687,-12.6958,-8.0466,-4.4703
2.352000,5.4538,14.3051,11.9805,0.7153,9.1195,-19.7589,-1.3411,3.2187
2.356000,-1.3411,15.5568,9.4771,0.0000,4.9174,-22.5306,7.7784,11.8911
2.360000,-1.1623,16.8085,9.4771,2.5928,2.5928,-20.4742,16.8085,23.1564
2.364000,0.8941,19.2225,9.3877,6.7055,-4.0233,-15.6462,21.9047,29.5043
2.368000,2.2352,20.9212,3.1292,12.4276,-9.5665,-14.2157,21.7259,30.0407
2.372000,5.6326,17.7920,-4.6492,14.6627,-15.2886,-14.2157,19.5801,25.1234
2.376000,6.4373,21.1000,-12.8746,16.4509,-21.2789,-16.0038,20.2060,26.9115
2.380000,6.8843,23.2458,-13.1428,20.6530,-20.7424,-11.8017,21.1000,26.3751
2.384000,10.0136,27.0903,-11.6229,16.6297,-20.5636,-3.3975,22.8882,29.2361
2.388000,12.2488,28.9679,-14.9310,14.1263,-19.7589,-0.6258,18.5072,27.5373
2.392000,8.5831,25.0340,-13.7687,11.2653,-19.9378,4.0233,12.4276,18.5966
2.396000,5.3644,22.8882,-15.2886,3.7551,-18.1496,8.2254,12.6064,12.8746
2.400000,-6.7055,14.7521,-13.9475,-3.1292,-8.4043,20.7424,16.3615,13.1428
2.404000,-8.2254,10.9971,-7.3314,-8.6725,1.1623,27.6268,18.7755,12.0699
2.408000,-8.2254,4.2915,-6.6161,-10.4606,5.3644,30.4878,15.9144,7.9572
2.412000,-6.7949,-4.8280,-9.6560,-10.6394,8.5831,28.3420,10.4606,-4.8280
2.416000,-2.4140,-9.9242,-15.6462,-7.2420,5.2750,22.4411,9.2089,-9.2089
2.420000,6.9737,-4.3809,-17.1661,-2.5928,3.7551,16.3615,8.2254,-13.5899
2.424000,11.4441,2.1458,-14.2157,-2.2352,6.3479,10.9076,8.3148,-13.3216
2.428000,19.1331,-1.0729,-7.0632,-2.0564,5.7220,1.1623,-0.8047,-14.9310
2.432000,21.4577,-3.3081,-5.9009,-3.8445,0.1788,-12.0699,-3.0398,-16.0038
2.436000,25.9280,-6.4373,-5.0068,-5.9903,2.8610,-24.4081,-3.7551,-12.4276
2.440000,28.2526,-7.7784,-3.8445,-9.2089,5.0068,-27.9844,2.7716,-5.2750
2.444000,25.9280,-4.2915,-0.0000,-11.8911,9.3877,-32.0971,9.1195,7.1526
2.448000,22.9776,-3.4869,5.1856,-10.9971,10.0136,-31.5607,10.3712,15.5568
2.452000,21.9047,-4.2915,7.2420,-10.9076,8.9407,-35.1369,15.1098,24.0505
2.456000,16.3615,-7.6890,2.7716,-8.0466,9.2089,-36.9251,19.9378,29.5043
2.460000,13.5899,-6.4373,-3.1292,3.3975,7.6890,-37.3721,28.4314,40.5908
2.464000,12.9640,-4.5598,-7.2420,12.3382,1.2517,-38.5344,29.8619,47.1175
2.468000,13.9475,-2.9504,-14.5733,12.3382,-2.7716,-33.3488,30.0407,51.0514
2.472000,12.6064,0.8941,-20.3848,10.7288,-4.5598,-32.8124,24.2293,49.8891
2.476000,14.2157,2.7716,-21.4577,11.8017,-9.9242,-27.7162,17.6132,44.7035
2.480000,16.1827,6.8843,-20.6530,18.3284,-13.4110,-22.9776,16.7191,41.7531
2.484000,12.0699,7.6890,-21.2789,16.4509,-13.6793,-17.1661,14.6627,36.4780
2.488000,8.2254,10.6394,-21.2789,11.5335,-10.9971,-9.2983,11.0865,34.5111
2.492000,-1.7881,3.9339,-22.6200,2.4140,-7.5996,-1.0729,6.2585,30.8454
2.496000,-7.0632,-3.3081,-20.2060,1.0729,-0.1788,10.3712,2.3246,26.1068
2.500000,-13.9475,-11.0865,-16.9873,-2.1458,10.6394,24.8551,3.7551,7.7784
2.504000,-17.0767,-11.6229,-16.5403,0.6258,12.6958,22.7094,4.9174,4.2021
2.508000,-16.0933,-16.1827,-18.2390,-0.9835,17.3450,23.8717,-2.2352,-4.8280
2.512000,-11.6229,-17.6132,-17.9708,-5.0962,13.5899,25.5704,-9.6560,-16.1827
2.516000,-6.5267,-14.5733,-12.6958,-0.9835,12.1593,23.0670,-11.8017,-23.8717
2.520000,0.8047,-13.0534,-7.8678,3.5763,6.1691,21.2789,-10.8182,-29.5937
2.524000,6.9737,-7.8678,-2.0564,6.2585,1.8775,14.6627,-8.3148,-35.1369
2.528000,11.0865,-6.1691,0.4470,1.7881,-3.6657,7.7784,-8.5831,-32.9018
2.532000,7.7784,-3.7551,2.8610,-4.2021,-9.0301,2.3246,-8.5831,-27.2691
2.536000,5.0068,-4.2915,8.9407,-5.0068,-9.2983,-0.0000,-7.1526,-21.9047
2.540000,2.9504,-7.3314,15.9144,-6.9737,-8.3148,-3.3081,-0.0000,-12.8746
2.544000,3.9339,-6.5267,14.6627,-1.2517,-9.7454,-3.0398,8.4043,-7.9572
2.548000,0.3576,-7.4208,15.4674,1.0729,-16.3615,-6.5267,17.7026,-1.1623
2.552000,-5.6326,-8.0466,9.8348,-0.3576,-22.3517,-11.8911,22.6200,10.1924
2.556000,-4.6492,-4.7386,7.7784,2.5034,-26.3751,-10.9971,23.9611,16.0038
2.560000,0.3576,-2.4140,6.0797,8.4937,-27.6268,-7.7784,26.8221,22.1729
2.564000,6.9737,1.6987,3.6657,18.3284,-28.1632,-7.4208,28.7890,23.6928
2.568000,9.2089,1.2517,0.6258,16.6297,-36.3886,-7.7784,24.4081,20.8318
2.572000,8.3148,0.9835,-4.8280,8.5831,-45.6870,-5.7220,20.0272,18.1496
2.576000,4.4703,1.9670,-5.1856,-0.6258,-48.7268,-0.7153,12.8746,18.0602
2.580000,79.3040,1.0729,-1.7881,-4.9174,-48.2798,9.3877,8.4937,18.2390
2.584000,73.8502,1.1623,3.2187,-11.0865,-43.1836,19.1331,6.2585,16.0933
2.588000,62.9425,-1.7881,2.5928,-15.0204,-40.7696,21.5471,3.6657,7.3314
2.592000,51.3196,-6.2585,-1.6093,-22.0835,-38.3556,19.7589,4.5598,1.0729
2.596000,38.0874,-9.3877,0.4470,-25.7492,-28.7890,24.1399,1.0729,-4.4703
2.600000,32.0077,-10.2818,3.2187,-25.5704,-11.6229,32.3653,-2.5928,-13.1428
2.604000,33.3488,-14.1263,2.3246,-18.1496,-7.5996,31.6501,-1.3411,-20.4742
2.608000,34.2429,-17.4344,-2.9504,-17.0767,-6.7055,23.7823,-2.9504,-32.0077
2.612000,34.6899,-17.9708,-4.6492,-17.5238,-9.9242,11.6229,-8.5831,-42.2895
2.616000,40.3225,-11.8017,3.5763,-20.2954,-10.4606,0.9835,-12.9640,-43.7200
2.620000,46.9387,-6.3479,8.4937,-19.4013,-2.6822,-3.9339,-14.1263,-41.0378
2.624000,52.2137,-2.5034,15.7356,-15.9144,-1.6093,-7.2420,-14.3051,-35.3158
2.628000,50.1573,-6.0797,18.2390,-16.8085,-6.0797,-13.3216,-17.7920,-32.3653
2.632000,43.3624,-4.2021,19.9378,-18.9543,-11.8017,-19.1331,-16.8085,-28.4314
2.636000,35.2263,-1.6093,23.3352,-20.7424,-12.1593,-20.7424,-12.5170,-19.8483
2.640000,30.6666,4.5598,25.1234,-20.3848,-5.0068,-19.7589,-8.1360,-4.8280
2.644000,29.6831,7.5996,27.9844,-14.3051,-0.8941,-16.0038,-0.6258,6.2585
2.648000,25.7492,4.1127,21.9941,-9.5665,-0.3576,-15.1992,1.5199,12.1593
2.652000,22.4411,4.0233,10.8182,-5.1856,-5.6326,-17.7920,4.8280,13.2322
2.656000,19.2225,8.3148,3.6657,0.0000,-12.5170,-19.1331,2.1458,15.1992
2.660000,18.8649,15.8250,-0.2682,4.6492,-16.4509,-17.1661,1.9670,15.3780
2.664000,24.7657,20.7424,0.3576,8.7619,-20.9212,-12.8746,2.4140,17.7920
2.668000,25.9280,22.5306,-0.8941,8.7619,-25.3916,-9.0301,-1.3411,15.1992
2.672000,26.1068,19.3119,-6.0797,4.9174,-30.4878,-7.0632,-4.9174,4.6492
2.676000,21.7259,19.3119,-9.8348,-1.3411,-33.0806,-0.3576,-9.7454,-3.2187
2.680000,17.1661,22.4411,-7.2420,-9.4771,-34.9581,8.7619,-11.4441,-7.8678
2.684000,10.6394,23.3352,-3.0398,-13.0534,-28.6102,19.0437,-10.0136,-6.7949
2.688000,5.4538,18.4178,-3.0398,-17.7920,-25.3916,26.9115,-14.2157,-10.9971
2.692000,-2.6822,11.2653,-10.3712,-20.9212,-19.0437,34.2429,-16.5403,-16.7191
2.696000,-9.9242,5.2750,-12.8746,-22.4411,-16.4509,33.9746,-13.5899,-26.1962
2.700000,-8.4937,-0.0000,-12.6958,-19.9378,-8.9407,30.5772,-14.2157,-45.0611
2.704000,-3.8445,1.0729,-8.7619,-17.5238,-2.7716,26.0174,-16.0933,-51.4090
2.708000,3.4869,-2.1458,-4.8280,-19.2225,-6.0797,18.9543,-18.5072,-56.3264
2.712000,8.6725,-4.4703,-7.1526,-19.6695,-13.1428,11.7123,-19.8483,-61.7802
2.716000,12.0699,-3.6657,-5.1856,-14.6627,-17.3450,0.7153,-21.4577,-68.3963
2.720000,18.9543,-0.5364,1.6093,-18.0602,-17.4344,-3.7551,-20.2060,-64.5518
2.724000,27.1797,5.9009,10.1030,-20.9212,-15.4674,-4.8280,-18.3284,-52.4819
2.728000,26.3751,7.3314,14.8416,-22.7988,-14.1263,-8.6725,-17.5238,-42.2001
2.732000,23.3352,1.6987,15.1098,-24.8551,-13.7687,-12.4276,-16.7191,-36.2098
2.736000,20.5636,-0.3576,11.8911,-22.6200,-13.5899,-16.0038,-11.1759,-29.4149
2.740000,16.8085,3.4869,6.9737,-18.8649,-13.6793,-16.8085,-4.1127,-19.4013
2.744000,14.5733,7.4208,3.3975,-12.8746,-6.1691,-19.0437,4.3809,-7.7784
2.748000,15.0204,7.9572,1.3411,-8.0466,-3.6657,-22.7988,7.3314,3.1292
2.752000,16.9873,4.9174,-6.7949,-0.8047,-7.3314,-25.3022,8.4043,6.7055
2.756000,16.8979,5.4538,-12.8746,4.0233,-10.9076,-27.0009,11.6229,9.6560
2.760000,19.4907,11.0865,-16.1827,12.3382,-17.0767,-27.0903,10.2818,13.1428
2.764000,22.4411,15.8250,-17.9708,9.9242,-21.2789,-27.0009,8.6725,14.0369
2.768000,25.3022,16.3615,-18.9543,2.2352,-20.8318,-24.2293,0.7153,15.9144
2.772000,23.8717,11.5335,-16.8085,-5.9903,-20.4742,-19.3119,-1.4305,15.4674
2.776000,20.9212,8.3148,-18.0602,-8.4043,-13.0534,-11.1759,-4.3809,16.4509
2.780000,17.1661,7.3314,-15.4674,-9.2983,-6.6161,-5.9009,-8.1360,14.0369
2.784000,11.1759,9.1195,-13.9475,-14.6627,0.8941,-0.5364,-12.7852,14.4839
2.788000,5.3644,5.6326,-15.6462,-16.2721,8.4043,9.2089,-15.0204,6.5267
2.792000,-1.9670,3.4869,-15.7356,-21.7259,13.3216,12.2488,-16.8979,3.4869
2.796000,-7.1526,-2.4140,-15.8250,-19.9378,19.0437,14.0369,-20.0272,-8.6725
2.800000,-0.6258,-5.5432,-16.0038,-1.7881,23.9611,10.4606,-14.8416,-22.2623
2.804000,6.0797,-3.5763,-17.6132,5.8115,22.1729,5.0068,-12.7852,-23.8717
2.808000,12.2488,-1.1623,-11.2653,3.3975,19.9378,1.5199,-19.5801,-30.3984
2.812000,13.5899,1.3411,-8.3148,-0.0000,17.9708,-9.0301,-20.0272,-33.5276
2.816000,21.2789,-0.1788,-2.8610,1.2517,17.3450,-11.5335,-20.8318,-35.4052
2.820000,25.5704,2.5928,1.7881,6.5267,13.0534,-10.2818,-16.1827,-30.3090
2.824000,27.0903,8.6725,5.7220,9.5665,12.5170,-12.5170,-10.9076,-23.4246
2.828000,23.4246,10.2818,9.4771,8.6725,14.2157,-13.4110,-10.6394,-15.1098
2.832000,14.7521,12.7852,7.1526,7.1526,15.5568,-16.0038,-10.3712,-6.9737
2.836000,10.3712,10.9971,2.9504,11.6229,16.8979,-14.7521,-2.5034,2.1458
2.840000,9.6560,8.7619,-0.3576,19.7589,16.8085,-14.9310,5.3644,7.0632
2.844000,7.3314,11.2653,-3.7551,27.3585,14.0369,-12.4276,14.3945,12.9640
2.848000,3.7551,12.6958,-11.6229,31.2030,6.8843,-12.6064,17.1661,10.6394
2.852000,1.6093,13.5899,-14.7521,31.6501,0.8941,-10.4606,12.3382,10.0136
2.856000,0.8047,13.4110,-18.3284,28.7890,-1.6093,-8.8513,12.8746,12.3382
2.860000,7.7784,17.7026,-17.8814,30.2196,-2.5034,-3.0398,11.7123,19.8483
2.864000,8.3148,18.3284,-16.7191,30.2196,-5.9903,2.2352,12.5170,19.4907
2.868000,6.0797,18.1496,-21.0106,25.8386,-12.9640,8.4043,12.9640,14.3945
2.872000,-2.5034,12.1593,-23.3352,14.5733,-14.9310,13.6793,6.9737,8.8513
2.876000,-1.9670,9.9242,-21.4577,3.1292,-10.3712,20.9212,4.3809,7.5996
2.880000,-6.2585,4.1127,-16.5403,-0.0000,-2.4140,31.9183,7.8678,5.7220
2.884000,-4.7386,2.8610,-13.5005,-1.2517,5.7220,39.2497,8.7619,0.5364
2.888000,-8.6725,-4.5598,-18.3284,-4.6492,4.6492,38.7132,12.6064,-8.7619
2.892000,-11.9805,-11.8911,-25.1234,-7.1526,5.8115,36.2992,15.2886,-17.8814
2.896000,-10.8182,-17.7920,-27.0009,-8.6725,7.0632,33.8852,12.9640,-25.8386
2.900000,2.5034,-17.4344,-23.9611,-3.1292,13.9475,24.0505,13.2322,-34.1535
2.904000,10.4606,-17.9708,-24.1399,2.0564,9.5665,15.7356,11.7123,-35.3158
2.908000,14.3945,-16.4509,-24.9445,3.7551,4.2021,7.4208,8.9407,-35.6734
2.912000,13.9475,-14.0369,-19.6695,1.8775,-0.0000,-1.6093,5.6326,-34.2429
2.916000,13.0534,-12.3382,-14.7521,-2.9504,3.3081,-2.1458,2.6822,-28.6102
2.920000,16.3615,-9.2089,-9.3877,-2.1458,7.0632,-5.0068,2.3246,-13.4110
2.924000,16.5403,-7.5996,-5.9903,-1.4305,8.8513,-3.7551,10.0136,-1.8775
2.928000,13.2322,-8.4043,-7.7784,0.9835,9.0301,-7.5996,10.7288,8.4043
2.932000,7.5996,-9.3877,-12.7852,0.0894,7.3314,-16.7191,16.6297,13.4110
2.936000,5.0068,-6.9737,-17.3450,0.5364,10.2818,-17.3450,20.7424,20.3848
2.940000,6.9737,-0.8047,-16.2721,1.9670,14.7521,-16.3615,26.6433,28.6102
2.944000,7.7784,0.8941,-14.3051,11.8911,16.6297,-11.1759,27.1797,33.3488
2.948000,6.5267,0.8941,-20.8318,15.0204,12.8746,-13.5899,28.7890,35.8522
2.952000,4.3809,1.5199,-27.9844,14.1263,9.6560,-15.6462,25.2128,34.9581
2.956000,3.6657,5.0962,-27.8056,12.6958,5.3644,-15.0204,18.6861,34.7793
2.960000,5.7220,11.1759,-22.0835,9.1195,4.1127,-10.5500,13.3216,38.0874
2.964000,8.2254,13.6793,-17.0767,9.3877,3.3975,-3.8445,12.1593,37.3721
2.968000,4.8280,11.1759,-12.7852,7.5102,1.6987,0.8941,8.8513,32.6335
2.972000,-4.6492,8.0466,-17.5238,-0.9835,1.6987,3.4869,8.5831,26.8221
2.976000,-16.3615,4.7386,-17.5238,-6.0797,5.0962,7.2420,10.7288,18.1496
2.980000,-22.0835,3.8445,-14.1263,-11.2653,12.2488,13.1428,9.5665,14.8416
2.984000,-26.2856,0.0894,-9.7454,-13.1428,21.7259,22.4411,10.9971,12.6958
2.988000,-26.4645,-6.7055,-9.7454,-12.6958,24.9445,25.2128,7.3314,4.2915
2.992000,-26.9115,-14.9310,-9.2089,-7.5996,27.8950,25.3022,7.6890,-7.5996
2.996000,-20.2954,-17.4344,-11.8017,-3.9339,24.4975,21.0106,10.8182,-22.3517
3.000000,-14.6627,-10.1924,-3.5763,-0.6258,21.8153,11.3547,8.6725,-29.7725
3.004000,-5.3644,-3.3975,2.7716,3.2187,19.9378,7.5996,9.1195,-30.0407
3.008000,-0.8047,-0.9835,9.4771,3.8445,16.5403,4.2915,10.4606,-31.2924
3.012000,-0.2682,-1.5199,12.0699,2.3246,10.1030,-1.5199,9.7454,-27.3585
3.016000,2.5928,1.1623,14.8416,-0.4470,1.9670,-10.2818,14.7521,-19.9378
3.020000,2.5928,4.0233,20.4742,2.2352,3.4869,-12.6064,17.0767,-9.0301
3.024000,1.0729,8.1360,20.0272,3.3975,5.3644,-7.5996,22.2623,4.9174
3.028000,-2.0564,3.3975,22.5306,2.5928,2.3246,-8.2254,25.5704,13.0534
3.032000,-5.9903,-2.0564,16.8085,5.7220,-1.4305,-11.2653,30.2196,14.8416
3.036000,-6.5267,-1.0729,7.6890,10.6394,-5.4538,-12.3382,32.6335,15.4674
3.040000,-2.3246,1.1623,1.2517,14.9310,-13.5005,-11.6229,41.2166,19.7589
3.044000,-4.2915,0.1788,-0.7153,21.9941,-14.1263,-10.4606,43.8988,23.5140
3.048000,-0.0894,-2.8610,-3.2187,21.6365,-17.7920,-15.0204,38.7132,26.2856
3.052000,-0.0000,-2.5034,-6.3479,21.1000,-28.2526,-13.7687,32.9912,26.2856
3.056000,-0.2682,-3.9339,-5.6326,19.2225,-34.7793,-14.6627,31.8289,25.2128
3.060000,-1.6093,0.3576,-2.3246,18.3284,-36.4780,-9.2089,26.9115,23.1564
3.064000,-3.5763,0.1788,0.9835,11.7123,-32.5441,-3.1292,21.8153,23.2458
3.068000,-8.6725,0.1788,2.2352,5.1856,-30.2196,6.9737,16.8979,23.6034
3.072000,-17.1661,-4.1127,1.7881,-1.0729,-27.8056,11.7123,7.0632,20.1166
3.076000,-18.5966,-8.3148,-0.1788,-3.6657,-22.2623,14.0369,5.0962,13.0534
3.080000,-18.1496,-9.8348,-0.5364,-1.6987,-18.1496,21.4577,11.8911,7.9572
3.084000,-16.9873,-7.9572,-2.9504,-1.7881,-8.4937,25.5704,12.8746,0.1788
3.088000,-18.3284,-6.4373,-5.0962,-4.2021,-1.2517,21.5471,8.7619,-6.6161
3.092000,-16.4509,-10.5500,-5.7220,-3.1292,-0.2682,11.9805,2.7716,-17.8814
3.096000,-10.7288,-11.1759,-4.5598,-0.1788,3.1292,8.8513,-4.7386,-24.1399
3.100000,4.1127,-4.8280,4.6492,9.1195,2.5034,-4.1127,-5.9009,-27.7162
3.104000,10.5500,1.6987,12.4276,7.9572,3.5763,-9.4771,-9.2089,-24.0505
3.108000,12.0699,8.3148,17.3450,4.2021,0.5364,-12.9640,-9.5665,-18.5966
3.112000,10.7288,10.4606,19.5801,1.8775,-0.8941,-16.7191,-13.6793,-14.0369
3.116000,9.3877,9.5665,22.8882,3.2187,-3.8445,-16.0038,-14.6627,-7.9572
3.120000,6.8843,11.8911,22.1729,7.5996,-3.2187,-15.2886,-10.0136,0.0000
3.124000,4.3809,16.1827,22.2623,9.8348,-2.1458,-21.3683,-1.2517,8.8513
3.128000,-0.9835,18.5966,17.3450,9.9242,0.1788,-22.1729,-0.1788,15.8250
3.132000,-4.7386,18.3284,13.2322,11.0865,-1.6093,-19.4013,-1.5199,18.7755
3.136000,-3.5763,19.8483,12.0699,17.7920,-6.7949,-21.8153,1.8775,23.2458
3.140000,-0.9835,21.8153,8.5831,24.8551,-9.2089,-19.2225,6.9737,20.3848
3.144000,3.4869,27.2691,6.4373,31.5607,-12.6064,-16.9873,5.1856,21.3683
3.148000,1.1623,27.1797,2.3246,30.3984,-17.5238,-15.9144,2.5928,21.0106
3.152000,2.6822,28.9679,0.7153,23.9611,-20.5636,-14.9310,-5.0068,18.0602
3.156000,4.6492,29.5937,1.1623,17.1661,-20.9212,-11.8911,-14.8416,13.8581
3.160000,4.5598,29.3255,3.3975,13.6793,-20.5636,-1.3411,-17.8814,13.5005
3.164000,2.2352,30.0407,5.4538,10.9076,-17.1661,8.4937,-16.6297,8.6725
3.168000,-3.7551,22.0835,1.8775,2.9504,-14.2157,18.8649,-14.1263,2.8610
3.172000,-13.6793,13.9475,1.0729,-11.3547,-7.1526,20.8318,-14.5733,-2.5034
3.176000,-16.0038,10.6394,0.3576,-15.2886,-3.4869,22.8882,-17.3450,-7.8678
3.180000,-13.7687,4.5598,4.2915,-11.2653,3.5763,26.7327,-12.9640,-12.2488
3.184000,-9.4771,0.2682,5.2750,-2.2352,5.9009,26.3751,-8.9407,-18.9543
3.188000,-5.0068,-3.9339,3.2187,-0.1788,3.5763,24.6763,-5.7220,-29.5937
3.192000,-2.8610,-7.5996,1.7881,-1.4305,1.9670,14.4839,-10.1924,-40.0543
3.196000,1.7881,-7.5102,5.0068,-3.2187,0.0894,11.0865,-13.5005,-43.8988
3.200000,12.6958,-5.3644,19.3119,-0.8047,-6.8843,5.4538,-17.0767,-39.2497
3.204000,18.2390,-6.0797,22.1729,1.0729,-13.7687,2.5928,-9.1195,-32.5441
3.208000,15.9144,-6.7055,18.7755,-0.7153,-19.1331,-2.4140,-2.1458,-28.0738
3.212000,10.1030,-5.8115,13.2322,-6.2585,-21.6365,-10.9076,-1.6987,-18.5072
3.216000,3.4869,-5.0962,12.6958,-7.1526,-17.7026,-16.1827,1.6093,-3.3081
3.220000,3.2187,-2.7716,13.9475,0.7153,-12.2488,-16.0038,10.9971,8.4043
3.224000,1.6093,-2.7716,11.1759,7.3314,-10.9076,-15.1992,23.3352,13.3216
3.228000,-0.0000,-2.5034,6.1691,8.9407,-17.2555,-19.3119,26.8221,15.3780
3.232000,-1.6987,-8.5831,-0.8941,6.3479,-17.1661,-28.9679,28.6996,12.6064
3.236000,0.8941,-8.2254,-0.4470,11.0865,-18.9543,-29.9513,26.2856,15.5568
3.240000,2.0564,-4.0233,2.6822,14.2157,-17.7920,-31.6501,20.0272,18.9543
3.244000,7.9572,-0.0000,3.3081,18.3284,-21.1000,-29.5937,17.4344,20.9212
3.248000,9.0301,-1.9670,1.5199,18.2390,-27.0903,-33.1700,16.2721,16.3615
3.252000,4.2915,-5.4538,-4.8280,12.1593,-33.1700,-30.3090,10.0136,8.7619
3.256000,-4.2915,-5.0962,-6.5267,7.5102,-31.2924,-24.0505,5.9903,6.1691
3.260000,-6.7055,-0.8047,-0.3576,4.9174,-25.3022,-14.1263,-2.2352,6.5267
3.264000,-10.9076,0.1788,-0.0894,1.4305,-17.0767,-6.7055,-4.8280,7.5102
3.268000,-10.4606,-5.9903,-1.1623,-1.3411,-12.5170,0.4470,-7.7784,1.5199
3.272000,-14.0369,-15.4674,-3.3975,-4.6492,-7.5996,1.6093,-9.8348,-7.5996
3.276000,-19.4907,-21.2789,-7.5996,-7.5996,-3.2187,-0.7153,-9.0301,-13.8581
3.280000,-19.1331,-18.5072,-5.0962,-2.9504,5.9009,0.3576,-9.2983,-17.7920
3.284000,-13.6793,-17.6132,0.5364,2.7716,18.7755,1.4305,-12.2488,-18.1496
3.288000,-7.1526,-19.9378,5.3644,7.3314,18.2390,-2.0564,-15.1992,-24.1399
3.292000,-2.4140,-20.2954,4.6492,7.1526,13.2322,-8.7619,-20.9212,-28.0738
3.296000,1.6987,-19.7589,8.7619,4.7386,9.7454,-15.4674,-20.1166,-34.6899
3.300000,3.2187,-9.6560,21.9941,4.0233,8.5831,-23.6034,-17.5238,-24.3187
3.304000,1.4305,-6.9737,32.8124,6.8843,7.5996,-22.5306,-14.3945,-11.3547
3.308000,-0.4470,-6.0797,35.4052,7.4208,6.1691,-23.4246,-12.3382,-3.2187
3.312000,-6.6161,-5.6326,30.7560,6.4373,-4.8280,-29.5937,-6.3479,6.0797
3.316000,-9.2089,-6.7055,32.0971,6.6161,-5.1856,-32.9018,4.4703,14.9310
3.320000,-9.7454,-1.6093,29.3255,10.4606,-4.2021,-32.1865,15.3780,25.2128
3.324000,-9.2983,-0.0894,30.2196,13.1428,-3.2187,-29.5043,20.1166,36.2098
3.328000,-6.3479,2.5928,25.5704,16.9873,-4.0233,-27.3585,22.8882,42.4683
3.332000,-3.0398,2.0564,18.6861,21.9047,-13.2322,-31.0242,23.6034,43.9882
3.336000,0.5364,1.9670,9.4771,25.2128,-22.5306,-28.3420,21.1895,41.5742
3.340000,5.3644,7.3314,11.7123,21.3683,-22.9776,-22.0835,20.5636,40.4119
3.344000,6.4373,12.2488,11.1759,16.7191,-19.9378,-9.9242,17.5238,40.9484
3.348000,2.0564,15.5568,9.3877,10.9076,-18.8649,-3.0398,13.6793,37.3721
3.352000,-1.3411,11.2653,9.4771,5.2750,-22.6200,2.7716,9.6560,33.6170
3.356000,-10.3712,7.5102,4.4703,0.5364,-23.5140,8.6725,9.0301,26.1068
3.360000,-14.4839,4.7386,3.2187,-3.3081,-15.6462,17.1661,11.7123,22.7094
3.364000,-16.0038,2.6822,6.2585,-3.4869,-6.9737,24.0505,11.5335,20.0272
3.368000,-15.7356,2.8610,5.5432,-7.9572,0.8047,26.5539,11.6229,13.9475
3.372000,-15.8250,-3.6657,1.8775,-8.4937,7.5102,26.0174,8.5831,7.2420
3.376000,-15.6462,-12.6064,-1.0729,-4.8280,12.5170,23.7823,6.6161,-0.2682
3.380000,-11.6229,-16.4509,-3.3975,2.5034,13.2322,22.2623,6.0797,-8.3148
3.384000,-4.3809,-10.3712,-4.7386,7.0632,19.0437,19.1331,5.1856,-13.9475
3.388000,1.7881,-9.5665,-2.0564,4.4703,15.1992,16.0933,-2.3246,-16.9873
3.392000,7.2420,-9.5665,-2.1458,2.8610,12.5170,8.1360,-8.0466,-14.8416
3.396000,11.6229,-6.3479,0.9835,5.9903,10.1924,5.9009,-7.9572,-12.8746
3.400000,13.1428,-0.8941,8.7619,5.9009,3.1292,0.3576,-0.8047,-0.8047
3.404000,9.2089,1.1623,11.8911,5.6326,5.4538,-3.1292,4.8280,11.2653
3.408000,6.6161,2.1458,13.1428,5.0068,7.5102,-7.1526,6.7949,23.8717
3.412000,3.5763,0.4470,10.1924,1.5199,6.6161,-11.4441,14.8416,35.0475
3.416000,2.5034,-0.2682,5.0068,0.7153,5.7220,-16.8979,18.8649,46.1340
